"ENTa","Source","Year_Rep","Value"
52135,"CIMMYT","YLD_E5",6314.62
52135,"CIMMYT","YLD_BLUPs",6054.84
52136,"CIMMYT","YLD_E1",4977.35
52136,"CIMMYT","YLD_E2",5561.63
52136,"CIMMYT","YLD_E4",5906.02
52136,"CIMMYT","YLD_E5",6838.11
52136,"CIMMYT","YLD_BLUPs",6082.18
52137,"CIMMYT","YLD_E1",5499.78
52137,"CIMMYT","YLD_E2",5346.44
52137,"CIMMYT","YLD_E4",5671.25
52137,"CIMMYT","YLD_E5",6106.14
52137,"CIMMYT","YLD_BLUPs",5501.68
52138,"CIMMYT","YLD_E1",5149.55
52138,"CIMMYT","YLD_E2",5577.69
52138,"CIMMYT","YLD_E4",5950.06
52138,"CIMMYT","YLD_E5",6422.57
52138,"CIMMYT","YLD_BLUPs",5892.28
52139,"CIMMYT","YLD_E1",5604.14
52139,"CIMMYT","YLD_E2",5252.23
52139,"CIMMYT","YLD_E4",6124.69
52139,"CIMMYT","YLD_E5",6813.92
52139,"CIMMYT","YLD_BLUPs",6047.14
52140,"CIMMYT","YLD_E1",5582.58
52140,"CIMMYT","YLD_E2",5760.76
52140,"CIMMYT","YLD_E4",6241.39
52140,"CIMMYT","YLD_E5",6633.15
52140,"CIMMYT","YLD_BLUPs",6270.69
52141,"CIMMYT","YLD_E1",5598.73
52141,"CIMMYT","YLD_E2",5600.17
52141,"CIMMYT","YLD_E4",6499.14
52141,"CIMMYT","YLD_E5",6298.99
52141,"CIMMYT","YLD_BLUPs",6107.02
52142,"CIMMYT","YLD_E1",4560.56
52142,"CIMMYT","YLD_E2",5617.3
52142,"CIMMYT","YLD_E4",6137.08
52142,"CIMMYT","YLD_E5",6436.97
52142,"CIMMYT","YLD_BLUPs",5950.06
52143,"Other","YLD_E1",3398.63
52143,"Other","YLD_E2",5366.79
52143,"Other","YLD_E4",5501.85
52143,"Other","YLD_E5",6092.4
52143,"Other","YLD_BLUPs",5251.14
52144,"Other","YLD_E1",4296.97
52144,"Other","YLD_E2",5689.03
52144,"Other","YLD_E4",6089.88
52144,"Other","YLD_E5",6507.76
52144,"Other","YLD_BLUPs",5985.8
52145,"USDA","YLD_E1",3595.01
52145,"USDA","YLD_E2",5668.69
52145,"USDA","YLD_E4",6087.12
52145,"USDA","YLD_E5",6003.65
52145,"USDA","YLD_BLUPs",5630.95
52146,"USDA","YLD_E1",6721.53
52146,"USDA","YLD_E2",5352.87
52146,"USDA","YLD_E4",6273.31
52146,"USDA","YLD_E5",6922.01
52146,"USDA","YLD_BLUPs",6322.29
52147,"USDA","YLD_E1",5539.46
52147,"USDA","YLD_E2",5682.61
52147,"USDA","YLD_E4",6179.87
52147,"USDA","YLD_E5",6613.74
52147,"USDA","YLD_BLUPs",6187.43
52148,"USDA","YLD_E1",6244.6
52148,"USDA","YLD_E2",5787.53
52148,"USDA","YLD_E4",5908.91
52148,"USDA","YLD_E5",6608.88
52148,"USDA","YLD_BLUPs",6188.19
52149,"USDA","YLD_E1",5995.59
52149,"USDA","YLD_E2",5587.33
52149,"USDA","YLD_E4",6117.67
52149,"USDA","YLD_E5",7067.07
52149,"USDA","YLD_BLUPs",6402.11
52150,"USDA","YLD_E1",5376.54
52150,"USDA","YLD_E2",5312.18
52150,"USDA","YLD_E4",5504.6
52150,"USDA","YLD_E5",6237.21
52150,"USDA","YLD_BLUPs",5474.98
52151,"USDA","YLD_E1",6624.45
52151,"USDA","YLD_E2",5689.03
52151,"USDA","YLD_E4",6072.54
52151,"USDA","YLD_E5",6591.8
52151,"USDA","YLD_BLUPs",6227.25
52152,"USDA","YLD_E1",5991.4
52152,"USDA","YLD_E2",5108.77
52152,"USDA","YLD_E4",5788.09
52152,"USDA","YLD_E5",6027.73
52152,"USDA","YLD_BLUPs",5420.58
52153,"USDA","YLD_E1",6655
52153,"USDA","YLD_E2",5625.87
52153,"USDA","YLD_E4",5646.34
52153,"USDA","YLD_E5",6450.83
52153,"USDA","YLD_BLUPs",5936.18
52154,"USDA","YLD_E1",6138.1
52154,"USDA","YLD_E2",5672.98
52154,"USDA","YLD_E4",5800.2
52154,"USDA","YLD_E5",6380.77
52154,"USDA","YLD_BLUPs",5943.01
52155,"USDA","YLD_E1",5729.94
52155,"USDA","YLD_E2",5966.32
52155,"USDA","YLD_E4",6301.53
52155,"USDA","YLD_E5",6626.46
52155,"USDA","YLD_BLUPs",6417.16
52156,"USDA","YLD_E1",5087.73
52156,"USDA","YLD_E2",5932.06
52156,"USDA","YLD_E4",6061.53
52156,"USDA","YLD_E5",6207.65
52156,"USDA","YLD_BLUPs",6006.97
52157,"USDA","YLD_E1",6537
52157,"USDA","YLD_E2",6058.39
52157,"USDA","YLD_E4",6213.59
52157,"USDA","YLD_E5",6913.7
52157,"USDA","YLD_BLUPs",6660.53
52158,"USDA","YLD_E1",6005.4
52158,"USDA","YLD_E2",6004.86
52158,"USDA","YLD_E4",6142.44
52158,"USDA","YLD_E5",6709.12
52158,"USDA","YLD_BLUPs",6440.83
52159,"USDA","YLD_E1",6135.09
52159,"USDA","YLD_E2",5806.8
52159,"USDA","YLD_E4",5952.54
52159,"USDA","YLD_E5",6510.99
52159,"USDA","YLD_BLUPs",6153.03
52160,"USDA","YLD_E1",5737.62
52160,"USDA","YLD_E2",5333.6
52160,"USDA","YLD_E4",6189.37
52160,"USDA","YLD_E5",5964.46
52160,"USDA","YLD_BLUPs",5655.61
52161,"USDA","YLD_E1",6268.79
52161,"USDA","YLD_E2",5292.91
52161,"USDA","YLD_E4",5928.73
52161,"USDA","YLD_E5",6366.89
52161,"USDA","YLD_BLUPs",5794.03
52162,"USDA","YLD_E1",6498.27
52162,"USDA","YLD_E2",5819.65
52162,"USDA","YLD_E4",5656.39
52162,"USDA","YLD_E5",6524.16
52162,"USDA","YLD_BLUPs",6073.38
52163,"Other","YLD_E1",6011.76
52163,"Other","YLD_E2",5842.13
52163,"Other","YLD_E4",5663.55
52163,"Other","YLD_E5",6221.21
52163,"Other","YLD_BLUPs",5877.06
52164,"Other","YLD_E1",6068.08
52164,"Other","YLD_E2",5646.21
52164,"Other","YLD_E4",5759.33
52164,"Other","YLD_E5",6519.6
52164,"Other","YLD_BLUPs",5982.66
52165,"Other","YLD_E1",6143.81
52165,"Other","YLD_E2",5752.2
52165,"Other","YLD_E4",6204.92
52165,"Other","YLD_E5",6436.2
52165,"Other","YLD_BLUPs",6189.12
52166,"Other","YLD_E1",6079.54
52166,"Other","YLD_E2",6023.06
52166,"Other","YLD_E4",6033.04
52166,"Other","YLD_E5",6421.5
52166,"Other","YLD_BLUPs",6250.05
52167,"Other","YLD_E1",4809.61
52167,"Other","YLD_E2",5395.69
52167,"Other","YLD_E4",6347.9
52167,"Other","YLD_E5",6617.94
52167,"Other","YLD_BLUPs",6041.49
52168,"UI","YLD_E1",6302.24
52168,"UI","YLD_E2",5449.22
52168,"UI","YLD_E4",5702.35
52168,"UI","YLD_E5",6231.36
52168,"UI","YLD_BLUPs",5710.42
52169,"Other","YLD_E1",6183.52
52169,"Other","YLD_E2",5449.22
52169,"Other","YLD_E4",6169.55
52169,"Other","YLD_E5",6671.28
52169,"Other","YLD_BLUPs",6143.99
52170,"Other","YLD_E1",7786.42
52170,"Other","YLD_E2",5887.09
52170,"Other","YLD_E4",6312.12
52170,"Other","YLD_E5",6669.61
52170,"Other","YLD_BLUPs",6580.94
52171,"UI","YLD_E1",NA
52171,"UI","YLD_E2",NA
52171,"UI","YLD_E4",6258.04
52171,"UI","YLD_E5",6899.34
52171,"UI","YLD_BLUPs",6421.16
52172,"UI","YLD_E1",NA
52172,"UI","YLD_E2",NA
52172,"UI","YLD_E4",6102.12
52172,"UI","YLD_E5",6824.38
52172,"UI","YLD_BLUPs",6275.29
52173,"UI","YLD_E1",NA
52173,"UI","YLD_E2",NA
52173,"UI","YLD_E4",6135.98
52173,"UI","YLD_E5",7126.67
52173,"UI","YLD_BLUPs",6523.05
52174,"UI","YLD_E1",NA
52174,"UI","YLD_E2",NA
52174,"UI","YLD_E4",6121.8
52174,"UI","YLD_E5",6683.36
52174,"UI","YLD_BLUPs",6180.02
52175,"UI","YLD_E1",NA
52175,"UI","YLD_E2",NA
52175,"UI","YLD_E4",6255.56
52175,"UI","YLD_E5",6449.37
52175,"UI","YLD_BLUPs",6079.86
52176,"UI","YLD_E1",NA
52176,"UI","YLD_E2",NA
52176,"UI","YLD_E4",6215.52
52176,"UI","YLD_E5",6680.8
52176,"UI","YLD_BLUPs",6231.72
52177,"UI","YLD_E1",NA
52177,"UI","YLD_E2",NA
52177,"UI","YLD_E4",6314.46
52177,"UI","YLD_E5",6708.64
52177,"UI","YLD_BLUPs",6309.42
52178,"UI","YLD_E1",NA
52178,"UI","YLD_E2",NA
52178,"UI","YLD_E4",6427.3
52178,"UI","YLD_E5",6672.1
52178,"UI","YLD_BLUPs",6346.45
52179,"UI","YLD_E1",NA
52179,"UI","YLD_E2",NA
52179,"UI","YLD_E4",6306.07
52179,"UI","YLD_E5",6709.49
52179,"UI","YLD_BLUPs",6305.24
52180,"UI","YLD_E1",NA
52180,"UI","YLD_E2",NA
52180,"UI","YLD_E4",6190.61
52180,"UI","YLD_E5",7192.46
52180,"UI","YLD_BLUPs",6604.06
52181,"UI","YLD_E1",NA
52181,"UI","YLD_E2",NA
52181,"UI","YLD_E4",6054.37
52181,"UI","YLD_E5",6441.34
52181,"UI","YLD_BLUPs",5958.58
52182,"UI","YLD_E1",NA
52182,"UI","YLD_E2",NA
52182,"UI","YLD_E4",6085.06
52182,"UI","YLD_E5",6946.31
52182,"UI","YLD_BLUPs",6357.64
52183,"UI","YLD_E1",NA
52183,"UI","YLD_E2",NA
52183,"UI","YLD_E4",5929.97
52183,"UI","YLD_E5",6837.05
52183,"UI","YLD_BLUPs",6186.25
52184,"UI","YLD_E1",NA
52184,"UI","YLD_E2",NA
52184,"UI","YLD_E4",5632.72
52184,"UI","YLD_E5",6713.23
52184,"UI","YLD_BLUPs",5922.57
52185,"UI","YLD_E1",NA
52185,"UI","YLD_E2",NA
52185,"UI","YLD_E4",5307.95
52185,"UI","YLD_E5",5903.44
52185,"UI","YLD_BLUPs",5124.69
52186,"UI","YLD_E1",NA
52186,"UI","YLD_E2",NA
52186,"UI","YLD_E4",6236.98
52186,"UI","YLD_E5",6145.14
52186,"UI","YLD_BLUPs",5839.35
52187,"UI","YLD_E1",NA
52187,"UI","YLD_E2",NA
52187,"UI","YLD_E4",6024.65
52187,"UI","YLD_E5",6427.49
52187,"UI","YLD_BLUPs",5931
52188,"UI","YLD_E1",NA
52188,"UI","YLD_E2",NA
52188,"UI","YLD_E4",6303.87
52188,"UI","YLD_E5",6863.98
52188,"UI","YLD_BLUPs",6420.77
52189,"UI","YLD_E1",NA
52189,"UI","YLD_E2",NA
52189,"UI","YLD_E4",5974.97
52189,"UI","YLD_E5",6816.45
52189,"UI","YLD_BLUPs",6196.49
52190,"UI","YLD_E1",NA
52190,"UI","YLD_E2",NA
52190,"UI","YLD_E4",5629.01
52190,"UI","YLD_E5",7046.5
52190,"UI","YLD_BLUPs",6172.14
52191,"UI","YLD_E1",NA
52191,"UI","YLD_E2",NA
52191,"UI","YLD_E4",5661.89
52191,"UI","YLD_E5",5882.66
52191,"UI","YLD_BLUPs",5311.69
52192,"UI","YLD_E1",NA
52192,"UI","YLD_E2",NA
52192,"UI","YLD_E4",6103.36
52192,"UI","YLD_E5",7034.06
52192,"UI","YLD_BLUPs",6434.4
52193,"UI","YLD_E1",NA
52193,"UI","YLD_E2",NA
52193,"UI","YLD_E4",6004.97
52193,"UI","YLD_E5",6869.2
52193,"UI","YLD_BLUPs",6253.54
52194,"UI","YLD_E1",NA
52194,"UI","YLD_E2",NA
52194,"UI","YLD_E4",5929.69
52194,"UI","YLD_E5",6996.24
52194,"UI","YLD_BLUPs",6306.34
52195,"UI","YLD_E1",NA
52195,"UI","YLD_E2",NA
52195,"UI","YLD_E4",6312.67
52195,"UI","YLD_E5",6913.44
52195,"UI","YLD_BLUPs",6463.16
52196,"UI","YLD_E1",NA
52196,"UI","YLD_E2",NA
52196,"UI","YLD_E4",6218.96
52196,"UI","YLD_E5",6826.76
52196,"UI","YLD_BLUPs",6344.01
52197,"UI","YLD_E1",NA
52197,"UI","YLD_E2",NA
52197,"UI","YLD_E4",6229
52197,"UI","YLD_E5",6675.17
52197,"UI","YLD_BLUPs",6235.18
52198,"UI","YLD_E1",NA
52198,"UI","YLD_E2",NA
52198,"UI","YLD_E4",6363.86
52198,"UI","YLD_E5",6541.12
52198,"UI","YLD_BLUPs",6211.15
52199,"UI","YLD_E1",NA
52199,"UI","YLD_E2",NA
52199,"UI","YLD_E4",5924.33
52199,"UI","YLD_E5",6650.27
52199,"UI","YLD_BLUPs",6041.96
52200,"UI","YLD_E1",NA
52200,"UI","YLD_E2",NA
52200,"UI","YLD_E4",6091.66
52200,"UI","YLD_E5",7113.74
52200,"UI","YLD_BLUPs",6487.91
52201,"UI","YLD_E1",NA
52201,"UI","YLD_E2",NA
52201,"UI","YLD_E4",6343.09
52201,"UI","YLD_E5",6870.68
52201,"UI","YLD_BLUPs",6448.19
52202,"UI","YLD_E1",NA
52202,"UI","YLD_E2",NA
52202,"UI","YLD_E4",6073.36
52202,"UI","YLD_E5",6543.67
52202,"UI","YLD_BLUPs",6046.69
52203,"UI","YLD_E1",NA
52203,"UI","YLD_E2",NA
52203,"UI","YLD_E4",6366.48
52203,"UI","YLD_E5",6583.81
52203,"UI","YLD_BLUPs",6244.88
52204,"UI","YLD_E1",NA
52204,"UI","YLD_E2",NA
52204,"UI","YLD_E4",6280.61
52204,"UI","YLD_E5",6775.62
52204,"UI","YLD_BLUPs",6340.62
52205,"UI","YLD_E1",NA
52205,"UI","YLD_E2",NA
52205,"UI","YLD_E4",6011.3
52205,"UI","YLD_E5",6809.22
52205,"UI","YLD_BLUPs",6211.86
52206,"UI","YLD_E1",NA
52206,"UI","YLD_E2",NA
52206,"UI","YLD_E4",5997.67
52206,"UI","YLD_E5",6482.08
52206,"UI","YLD_BLUPs",5956.85
52207,"UI","YLD_E1",NA
52207,"UI","YLD_E2",NA
52207,"UI","YLD_E4",6239.32
52207,"UI","YLD_E5",6458.99
52207,"UI","YLD_BLUPs",6077.81
52208,"UI","YLD_E1",NA
52208,"UI","YLD_E2",NA
52208,"UI","YLD_E4",6225.01
52208,"UI","YLD_E5",6886.15
52208,"UI","YLD_BLUPs",6392.32
52209,"UI","YLD_E1",NA
52209,"UI","YLD_E2",NA
52209,"UI","YLD_E4",6142.12
52209,"UI","YLD_E5",6782.5
52209,"UI","YLD_BLUPs",6275.23
52210,"UI","YLD_E1",NA
52210,"UI","YLD_E2",NA
52210,"UI","YLD_E4",6129.51
52210,"UI","YLD_E5",6541.86
52210,"UI","YLD_BLUPs",6077.58
52211,"UI","YLD_E1",NA
52211,"UI","YLD_E2",NA
52211,"UI","YLD_E4",6331.8
52211,"UI","YLD_E5",7067.5
52211,"UI","YLD_BLUPs",6590.51
52212,"UI","YLD_E1",NA
52212,"UI","YLD_E2",NA
52212,"UI","YLD_E4",5683.23
52212,"UI","YLD_E5",6333.86
52212,"UI","YLD_BLUPs",5664.81
52213,"UI","YLD_E1",NA
52213,"UI","YLD_E2",NA
52213,"UI","YLD_E4",5964.92
52213,"UI","YLD_E5",6920.98
52213,"UI","YLD_BLUPs",6269.7
52214,"UI","YLD_E1",NA
52214,"UI","YLD_E2",NA
52214,"UI","YLD_E4",5853.73
52214,"UI","YLD_E5",6683.22
52214,"UI","YLD_BLUPs",6026.35
52215,"UI","YLD_E1",NA
52215,"UI","YLD_E2",NA
52215,"UI","YLD_E4",5435.38
52215,"UI","YLD_E5",6569.7
52215,"UI","YLD_BLUPs",5701.13
52216,"UI","YLD_E1",NA
52216,"UI","YLD_E2",NA
52216,"UI","YLD_E4",5849.88
52216,"UI","YLD_E5",6845.01
52216,"UI","YLD_BLUPs",6146.45
52217,"UI","YLD_E1",NA
52217,"UI","YLD_E2",NA
52217,"UI","YLD_E4",5969.46
52217,"UI","YLD_E5",6823.79
52217,"UI","YLD_BLUPs",6198.86
52218,"UI","YLD_E1",NA
52218,"UI","YLD_E2",NA
52218,"UI","YLD_E4",6025.06
52218,"UI","YLD_E5",6805.16
52218,"UI","YLD_BLUPs",6216.59
52219,"UI","YLD_E1",NA
52219,"UI","YLD_E2",NA
52219,"UI","YLD_E4",6060.43
52219,"UI","YLD_E5",6849.47
52219,"UI","YLD_BLUPs",6270.33
52220,"UI","YLD_E1",NA
52220,"UI","YLD_E2",NA
52220,"UI","YLD_E4",5890.61
52220,"UI","YLD_E5",6601.91
52220,"UI","YLD_BLUPs",5986.09
52221,"UI","YLD_E1",NA
52221,"UI","YLD_E2",NA
52221,"UI","YLD_E4",6057.4
52221,"UI","YLD_E5",6448.35
52221,"UI","YLD_BLUPs",5965.6
52222,"UI","YLD_E1",NA
52222,"UI","YLD_E2",NA
52222,"UI","YLD_E4",6441.75
52222,"UI","YLD_E5",7085.93
52222,"UI","YLD_BLUPs",6667.34
52223,"UI","YLD_E1",NA
52223,"UI","YLD_E2",NA
52223,"UI","YLD_E4",5882.22
52223,"UI","YLD_E5",6955.47
52223,"UI","YLD_BLUPs",6248.34
52224,"UI","YLD_E1",NA
52224,"UI","YLD_E2",NA
52224,"UI","YLD_E4",5990.1
52224,"UI","YLD_E5",6253.95
52224,"UI","YLD_BLUPs",5780.17
52225,"UI","YLD_E1",NA
52225,"UI","YLD_E2",NA
52225,"UI","YLD_E4",5890.2
52225,"UI","YLD_E5",6153.11
52225,"UI","YLD_BLUPs",5646.84
52226,"UI","YLD_E1",NA
52226,"UI","YLD_E2",NA
52226,"UI","YLD_E4",5952.12
52226,"UI","YLD_E5",6498.6
52226,"UI","YLD_BLUPs",5943.3
52227,"UI","YLD_E1",NA
52227,"UI","YLD_E2",NA
52227,"UI","YLD_E4",6125.1
52227,"UI","YLD_E5",6630.67
52227,"UI","YLD_BLUPs",6142.12
52228,"UI","YLD_E1",NA
52228,"UI","YLD_E2",NA
52228,"UI","YLD_E4",5976.07
52228,"UI","YLD_E5",6745.64
52228,"UI","YLD_BLUPs",6143.61
52229,"UI","YLD_E1",NA
52229,"UI","YLD_E2",NA
52229,"UI","YLD_E4",6387.12
52229,"UI","YLD_E5",6566.67
52229,"UI","YLD_BLUPs",6243.85
52230,"UI","YLD_E1",NA
52230,"UI","YLD_E2",NA
52230,"UI","YLD_E4",6254.46
52230,"UI","YLD_E5",5501.74
52230,"UI","YLD_BLUPs",6160.42
52231,"UI","YLD_E1",NA
52231,"UI","YLD_E2",NA
52231,"UI","YLD_E4",6121.11
52231,"UI","YLD_E5",6900.22
52231,"UI","YLD_BLUPs",6343.46
52232,"UI","YLD_E1",NA
52232,"UI","YLD_E2",NA
52232,"UI","YLD_E4",6067.99
52232,"UI","YLD_E5",6904.35
52232,"UI","YLD_BLUPs",6316.11
52233,"UI","YLD_E1",NA
52233,"UI","YLD_E2",NA
52233,"UI","YLD_E4",6173.41
52233,"UI","YLD_E5",6439.16
52233,"UI","YLD_BLUPs",6025.09
52234,"UI","YLD_E1",NA
52234,"UI","YLD_E2",NA
52234,"UI","YLD_E4",6363.18
52234,"UI","YLD_E5",6751.96
52234,"UI","YLD_BLUPs",6370.02
52235,"UI","YLD_E1",NA
52235,"UI","YLD_E2",NA
52235,"UI","YLD_E4",6128.68
52235,"UI","YLD_E5",6883.41
52235,"UI","YLD_BLUPs",6335.11
52236,"UI","YLD_E1",NA
52236,"UI","YLD_E2",NA
52236,"UI","YLD_E4",5875.61
52236,"UI","YLD_E5",6476.33
52236,"UI","YLD_BLUPs",5882.62
52237,"UI","YLD_E1",NA
52237,"UI","YLD_E2",NA
52237,"UI","YLD_E4",5747.9
52237,"UI","YLD_E5",6419.36
52237,"UI","YLD_BLUPs",5766.46
52238,"UI","YLD_E1",NA
52238,"UI","YLD_E2",NA
52238,"UI","YLD_E4",6401.16
52238,"UI","YLD_E5",6925.35
52238,"UI","YLD_BLUPs",6522.82
52239,"UI","YLD_E1",NA
52239,"UI","YLD_E2",NA
52239,"UI","YLD_E4",6176.57
52239,"UI","YLD_E5",6561.02
52239,"UI","YLD_BLUPs",6118.95
52240,"UI","YLD_E1",NA
52240,"UI","YLD_E2",NA
52240,"UI","YLD_E4",5878.22
52240,"UI","YLD_E5",6632.06
52240,"UI","YLD_BLUPs",6001.77
52241,"UI","YLD_E1",NA
52241,"UI","YLD_E2",NA
52241,"UI","YLD_E4",6250.88
52241,"UI","YLD_E5",6673.88
52241,"UI","YLD_BLUPs",6246.77
52242,"UI","YLD_E1",NA
52242,"UI","YLD_E2",NA
52242,"UI","YLD_E4",6167.76
52242,"UI","YLD_E5",6587.55
52242,"UI","YLD_BLUPs",6133.92
52243,"UI","YLD_E1",NA
52243,"UI","YLD_E2",NA
52243,"UI","YLD_E4",6333.31
52243,"UI","YLD_E5",7138.02
52243,"UI","YLD_BLUPs",6644.65
52244,"UI","YLD_E1",NA
52244,"UI","YLD_E2",NA
52244,"UI","YLD_E4",6013.91
52244,"UI","YLD_E5",6563.98
52244,"UI","YLD_BLUPs",6028.01
52245,"UI","YLD_E1",NA
52245,"UI","YLD_E2",NA
52245,"UI","YLD_E4",6206.85
52245,"UI","YLD_E5",6858.12
52245,"UI","YLD_BLUPs",6360.72
52246,"UI","YLD_E1",NA
52246,"UI","YLD_E2",NA
52246,"UI","YLD_E4",6265.33
52246,"UI","YLD_E5",7195.04
52246,"UI","YLD_BLUPs",6648.82
52247,"UI","YLD_E1",NA
52247,"UI","YLD_E2",NA
52247,"UI","YLD_E4",5937.54
52247,"UI","YLD_E5",6569.17
52247,"UI","YLD_BLUPs",5988.29
52248,"UI","YLD_E1",NA
52248,"UI","YLD_E2",NA
52248,"UI","YLD_E4",6071.99
52248,"UI","YLD_E5",6644.79
52248,"UI","YLD_BLUPs",6122.42
52249,"UI","YLD_E1",NA
52249,"UI","YLD_E2",NA
52249,"UI","YLD_E4",5865.7
52249,"UI","YLD_E5",6889.8
52249,"UI","YLD_BLUPs",6189.32
52250,"UI","YLD_E1",NA
52250,"UI","YLD_E2",NA
52250,"UI","YLD_E4",6031.8
52250,"UI","YLD_E5",6649.69
52250,"UI","YLD_BLUPs",6103.03
NA,"","YLD_E1",NA
NA,"","YLD_E2",NA
NA,"","YLD_E4",NA
NA,"","YLD_E5",NA
NA,"","YLD_BLUPs",NA
